place_id;lp_label;cntry;gnid;gn_name
owt_2949;Butzbach;DE;2940512;Butzbach
owt_295;Santiago de Compostela;ES;3109642;Santiago de Compostela
owt_2950;Bad Mergentheim;DE;2953402;Bad Mergentheim
owt_2951;Friedberg;DE;2924802;Friedberg
owt_2952;Seligenstadt;DE;2833242;Seligenstadt
owt_2953;Miltenberg;DE;2871079;Miltenberg
owt_2954;Crailsheim;DE;2939797;Crailsheim
owt_2955;Dinkelsbuhl;DE;2936886;Dinkelsbühl
owt_2956;Nordlingen;DE;2861914;Nördlingen
owt_2957;Giessen;DE;2920512;Gießen
owt_2958;Kleve;DE;2887835;Kleve
owt_2959;Geldern;DE;2921528;Geldern
owt_296;Gorgan;IR;132892;Gorgān
owt_2960;Neuss;DE;2864118;Neuss
owt_2961;Bonn;DE;2946447;Bonn
owt_2962;Bingen am Rhein;DE;2948825;Bingen am Rhein
owt_2963;Andernach;DE;2956206;Andernach
owt_2964;Koblenz;DE;2886946;Koblenz
owt_2965;Worms;DE;2806142;Worms
owt_2966;Heidelberg;DE;2907911;Heidelberg
owt_2967;Mosbach;DE;2869120;Mosbach
owt_2968;Schorndorf;DE;2836320;Schorndorf
owt_2969;Biberach an der Riss;DE;2949423;Biberach an der Riß
owt_297;Rieutort;FR;2983595;Rieutort
owt_2970;Ravensburg;DE;2849802;Ravensburg
owt_2971;Lindau;DE;2877550;Lindau
owt_2972;Chur;CH;2661169;Chur
owt_2973;Bregenz;AT;2781503;Bregenz
owt_2974;Feldkirch;AT;2779674;Feldkirch
owt_2975;Pavia;IT;3171366;Pavia
owt_2976;Brescello;IT;3181555;Brescello
owt_2977;Utrecht;NL;2745912;Utrecht
owt_2979;Chiavenna;IT;3178829;Chiavenna
owt_298;Aubrac;FR;3036311;Aubrac
owt_2980;Nieuwpoort;BE;2790150;Nieuwpoort
owt_2981;Bruxelles;BE;2800866;Brussels
owt_2982;Leuven;BE;2792482;Leuven
owt_2983;Maastricht;NL;2751283;Maastricht
owt_2984;Hillesheim;DE;2904691;Hillesheim
owt_2985;Murlenbach;DE;2867452;Mürlenbach
owt_2986;Selestat;FR;2975233;Sélestat
owt_2987;Breisach am Rhein;DE;2944800;Breisach am Rhein
owt_2988;Rheinfelden;DE;2847639;Rheinfelden (Baden)
owt_2989;Brugg;CH;2661374;Brugg
owt_2990;Zurich;CH;2657896;Zürich
owt_2992;Rimini;IT;3169361;Rimini
owt_2993;Foligno;IT;3176854;Foligno
owt_2994;Spoleto;IT;3166236;Spoleto
owt_2995;Narni;IT;3172377;Narni
owt_2996;Porto Recanati;IT;3170075;Porto Recanati
owt_2997;Camerino;IT;3181094;Camerino
owt_2998;Novy Jicin;CZ;3069305;Nový Jičín
owt_2999;Vyskov;CZ;3062283;Vyškov
owt_300;Espalion;FR;3019717;Espalion
owt_3001;Wiener Neustadt;AT;2761353;Wiener Neustadt
owt_3002;Schottwien;AT;2765637;Schottwien
owt_3003;Judenburg;AT;2775020;Judenburg
owt_3004;Neumarkt in Steiermark;AT;2770720;Neumarkt in Steiermark
owt_3005;Friesach;AT;2779229;Friesach
owt_3006;Sankt Veit an der Glan;AT;2766359;Sankt Veit an der Glan
owt_3008;Pontebba;IT;3170297;Pontebba
owt_3009;Gemona del Friuli;IT;3176234;Gemona
owt_301;Espeyrac;FR;3019689;Espeyrac
owt_3010;San Daniele del Friuli;IT;3168438;San Daniele del Friuli
owt_3011;Spilimbergo;IT;3166262;Spilimbergo
owt_3012;Treviso;IT;3165201;Treviso
owt_3013;Sigmaringen;DE;2832232;Sigmaringen
owt_3014;Radolfzell am Bodensee;DE;2850954;Radolfzell am Bodensee
owt_3015;Winterthur;CH;2657970;Winterthur
owt_3016;Sankt Gallen;CH;2658822;Sankt Gallen
owt_3017;Vipiteno;IT;3164065;Vipiteno
owt_3018;Chiusa;IT;3178764;Chiusa
owt_3019;Brescia;IT;3181554;Brescia
owt_302;La Chaze-de-Peyre;FR;3010065;La Chaze-de-Peyre
owt_3020;Gyor;HU;3052009;Győr
owt_3021;Banska Bystrica;SK;3061186;Banská Bystrica
owt_3022;Freiberg;DE;2925192;Freiberg
owt_3023;Bern;CH;2661552;Bern
owt_3024;Sint-Truiden;BE;2786545;Sint-Truiden
owt_3025;Tienen;BE;2785470;Tienen
owt_3026;Aalst;BE;2803448;Aalst
owt_3027;Huy;BE;2795113;Huy
owt_3028;Mons;BE;2790869;Mons
owt_3029;Valenciennes;FR;2971041;Valenciennes
owt_3030;Douai;FR;3021000;Douai
owt_3031;Arras;FR;3036784;Arras
owt_3032;Montreuil-sur-Mer;FR;2992061;Montreuil
owt_3033;Pula;HR;3192224;Pula
owt_3034;Aigues-Mortes;FR;3038493;Aigues-Mortes
owt_3035;Houmt Souk;TN;2470384;Houmt Souk
owt_3036;Annaba;DZ;2506999;Annaba
owt_3037;Bejaia;DZ;2505329;Bejaïa
owt_3038;Oran;DZ;2485926;Oran
owt_3044;Sandwich;GB;2638542;Sandwich
owt_3057;Durham;GB;2650628;Durham
owt_3058;York;GB;2633352;York
owt_3059;Worcester;GB;2633563;Worcester
owt_3060;Chipping Campden;GB;2653140;Chipping Campden
owt_3062;Canaveral;ES;2520295;Cañaveral
owt_3063;Bailen;ES;2521410;Bailén
owt_3064;Madrid;ES;3117735;Madrid
owt_3066;Novi Sad;RS;3194360;Novi Sad
owt_3067;Tanger;MA;2530335;Tangier
owt_3068;Kaunas;LT;598316;Kaunas
owt_3069;Vologda;RU;472459;Vologda
owt_307;Aosta;IT;3182997;Aosta
owt_3070;Tiraspol;MD;617239;Tiraspolul
owt_3071;Ribnita;MD;617486;Rîbniţa
owt_3072;Mohyliv-Podil's'kyy;UA;700918;Mohyliv-Podil’s’kyy
owt_3073;Loyew;BY;625907;Loyew
owt_3074;Rahachow;BY;622739;Rahachow
owt_3075;Kissamos;GR;259718;Kíssamos
owt_3076;Kholm;RU;549797;Kholm
owt_3078;Orsha;BY;624079;Orsha
owt_3079;Cetinje;ME;3202641;Cetinje
owt_3080;Subotica;RS;3189595;Subotica
owt_3081;Donji Milanovac;RS;791175;Donji Milanovac
owt_3082;Drobeta-Turnu Severin;RO;678817;Drobeta-Turnu Severin
owt_3083;Bechet;RO;685216;Bechet Nou
owt_3084;Pleven;BG;728203;Pleven
owt_3085;Cherkasy;UA;710791;Cherkasy
owt_3086;Kremenchuk;UA;704147;Kremenchuk
owt_3087;Dnipropetrovs'k;UA;709930;Dnipro
owt_3088;Zaporizhzhya;UA;687700;Zaporizhia
owt_3089;Nikopol';UA;700051;Nikopol’
owt_3090;Kirklareli;TR;743166;Kırklareli
owt_3091;Abrantes;PT;2272447;Abrantes
owt_3092;Castelo de Vide;PT;2269508;Castelo de Vide
owt_3093;Kalach-na-Donu;RU;554397;Kalach-na-Donu
owt_3094;Velikiye Luki;RU;476077;Velikiye Luki
owt_3129;Dordrecht;NL;2756669;Dordrecht
owt_3130;Boston;GB;2655138;Boston
owt_3131;Bergen;NO;3161732;Bergen
owt_3164;Huairen;CN;1807671;Yunzhong
owt_3165;Lulong;CN;1802022;Lulong
owt_3181;Zhangjiakou;CN;2033196;Zhangjiakou
owt_3187;Daiyue;CN;1814208;Daiyue
owt_3189;Laocheng;CN;2036220;Laocheng
owt_3190;Tieling;CN;2034439;Tieling
owt_3191;Fengrun;CN;1811260;Fengrun
owt_3192;Liaoyang;CN;2036113;Liaoyang
owt_3193;Haicheng;CN;2037086;Haicheng
owt_3194;Gaizhou;CN;2037325;Gaizhou
owt_3195;Fuzhoucheng;CN;1810819;Fuzhoucheng
owt_3196;Jinzhou;CN;1805298;Jinzhou
owt_3197;Guangning;CN;2053648;Guangning
owt_3198;Yizhou;CN;2033336;Yizhou
owt_32;Bergama;TR;321426;Bergama
owt_320;Salzburg;AT;2766824;Salzburg
owt_3200;Xingcheng;CN;2033766;Xingcheng
owt_3201;Suizhong;CN;2034647;Suizhong
owt_3202;Shanhaiguan;CN;2034996;Shanhaiguan
owt_3204;Tongzhou;CN;1792520;Tongzhou
owt_3205;Xifengkou;CN;2033864;Xifengkou
owt_3206;Gubeikou;CN;2037173;Gubeikou
owt_3207;Yuzhou;CN;1785564;Yuzhou
owt_3208;Shuozhou;CN;1794328;Shuozhou
owt_3209;Xuanhua;CN;2033574;Zhangjiakou Shi Xuanhua Qu
owt_321;Trento;IT;3165243;Trento
owt_3210;Wanquan;CN;2036294;Wanquan
owt_3212;Zhuozhou;CN;1783851;Zhuozhou
owt_3213;Liangxiang;CN;1803948;Liangxiang
owt_3214;Daixian;CN;1814213;Shangguan
owt_3215;Pianguan;CN;1798889;Xinguan
owt_3216;Yuci;CN;1785974;Yuci
owt_3217;Guiyang;CN;1809461;Guiyang
owt_3218;Dingzhou;CN;1812728;Dingzhou
owt_322;Bratislava;SK;3060972;Bratislava
owt_3220;Dushikou;CN;2037527;Dushikou
owt_3221;Shacheng;CN;2035072;Shacheng
owt_3222;Hunyuan;CN;1806687;Yong’an
owt_3223;Wangzhuangbu;CN;1791819;Wangzhuangbu
owt_3224;Xinguangwu;CN;1788917;Xinguangwu
owt_3226;Shouyang;CN;1794779;Chaoyang
owt_3227;Pingding;CN;1798828;Guanshan
owt_3228;Weishui;CN;1791608;Weishui
owt_3229;Luquan;CN;1806656;Huolu
owt_323;Venezia;IT;3164603;Venice
owt_3230;Zhengding;CN;1784712;Zhengding
owt_3231;Xinle;CN;1812647;Xinle
owt_3232;Kelan;CN;1804775;Lanyi
owt_3233;Wangdu;CN;1792113;Wangdu
owt_3234;Baoding;CN;1816971;Baoding
owt_3235;Ansu;CN;1787852;Ansu
owt_3236;Dingxing;CN;1812741;Dingxing
owt_3238;Taigu;CN;1793691;Mingxing
owt_3239;Pingyao;CN;1798636;Gutao
owt_3240;Fenyang;CN;1811116;Fenyang
owt_3241;Lishi;CN;1803255;Lishi
owt_3242;Mingzhou;CN;1800483;Mingzhou
owt_3243;Yulin;CN;1785777;Yulinshi
owt_3244;Luancheng;CN;1802204;Luancheng
owt_3245;Zhaozhou;CN;1784824;Zhaozhou
owt_3246;Baixiang;CN;1817287;Baixiang
owt_3247;Neiqiu;CN;1799482;Neiqiu
owt_3248;Xingtai;CN;1788927;Xingtai
owt_3249;Shahe;CN;1909116;Shahe
owt_3250;Handan;CN;1808963;Handan
owt_3251;Gaobeidian;CN;1810614;Gaobeidian
owt_3252;Xiongzhou;CN;1788401;Xiongzhou
owt_3253;Renqiu;CN;1797181;Renqiu
owt_3254;Hejian;CN;1808614;Hejian
owt_3255;Leshou;CN;1790359;Leshou
owt_3256;Fucheng;CN;1811072;Fucheng
owt_3257;Jingzhou;CN;1805567;Jingzhou
owt_3258;Dezhou;CN;1812955;Dezhou
owt_3259;Encheng;CN;1811727;Encheng
owt_3260;Gaotang;CN;1810363;Gaotang
owt_3261;Chiping;CN;1814986;Chiping
owt_3262;Tongcheng;CN;1792699;Tongcheng
owt_3263;Pingyuan;CN;1798623;Pingyuan
owt_3264;Qihe;CN;1798052;Qihe
owt_3265;Jinan;CN;1805753;Jinan
owt_3266;Feicheng;CN;1789176;Feicheng
owt_3267;Qingzhou;CN;1786731;Qingzhou
owt_3268;Weifang;CN;1791681;Weifang
owt_3269;Pingdu;CN;1798821;Pingdu
owt_3270;Cizhou;CN;1814722;Cizhou
owt_3271;Huangcheng;CN;1807152;Donglai
owt_3272;Laizhou;CN;1804578;Weichanglu
owt_3273;Gaomi;CN;1810458;Gaomi
owt_3274;Zhucheng;CN;1783988;Mizhou
owt_3275;Rizhao;CN;1797132;Rizhao
owt_3276;Qingkou;CN;1797859;Qingkou
owt_3278;Shuyang;CN;9816551;Shuyang
owt_3279;Huai'an;CN;1797873;Huai'an
owt_328;Narva;EE;590031;Narva
owt_3280;Dongping;CN;1812329;Dongping
owt_3281;Wenshang;CN;1791428;Wenshang
owt_3282;Jining;CN;1805518;Jining
owt_3283;Yanzhou;CN;1787031;Yanzhou
owt_3284;Zoucheng;CN;1783633;Zoucheng
owt_3285;Anyang;CN;1785294;Anyang
owt_3286;Tengzhou;CN;1793036;Chengtangcun
owt_3287;Peicheng;CN;1798972;Peicheng
owt_3288;Xuzhou;CN;1787824;Tongshan
owt_3289;Tangyin;CN;1793294;Tangyang Chengguanzhen
owt_3290;Qixian;CN;1784933;Chaoge
owt_3291;Weihui;CN;1805031;Chengjiao
owt_3292;Xinxiang;CN;1788572;Nangandao
owt_3293;Yanjin;CN;1787165;Yanjin Chengguanzhen
owt_3294;Fengqiu;CN;1811265;Fengqiu Chengguanzhen
owt_3295;Zhengzhou;CN;1784658;Zhengzhou
owt_3296;Huojia;CN;1806673;Huojia Chengguanzhen
owt_3297;Xiuwu;CN;1788249;Xiuwu Chengguanzhen
owt_3298;Mucheng;CN;1800341;Mucheng
owt_3299;Qinyang;CN;10362504;Qinyang
owt_330;Tallinn;EE;588409;Tallinn
owt_3300;Mengzhou;CN;1800684;Huichang
owt_3301;Mengjin;CN;1783562;Mengjin Chengguanzhen
owt_3302;Jincheng;CN;1805741;Jincheng
owt_3303;Changzhi;CN;1808956;Changzhi
owt_3304;Qinxian;CN;1797559;Dingchang
owt_3305;Jingle;CN;1805622;Echeng
owt_3306;Wucheng;CN;1791340;Wucheng
owt_3307;Jimingyi;CN;2036494;Jimingyi
owt_3308;Huashaoying;CN;2036703;Huashaoying
owt_3309;Xiheying;CN;1789435;Xiheying
owt_331;Gdansk;PL;3099434;Gdańsk
owt_3310;Lishan;CN;1803266;Lintong
owt_3311;Linfen;CN;1803567;Linfen
owt_3312;Quwo;CN;1797287;Lechang
owt_3313;Wenxi;CN;1791409;Tongcheng
owt_3314;Yuncheng;CN;1785738;Yuncheng
owt_3315;Huayin;CN;1806988;Huayin
owt_3317;Yan'an;CN;1787765;Yan’an
owt_3319;Shipu;CN;1795065;Shipu
owt_3320;Yaoxian;CN;11212867;Yaoxian
owt_3321;Sanyuan;CN;1796527;Sanyuan Chengguanzhen
owt_3322;Qingcheng;CN;1797656;Qingcheng
owt_3323;Huancheng;CN;1807603;Huancheng
owt_3324;Yinchuan;CN;1786657;Yinchuan
owt_3325;Binxian;CN;1816337;Binxian
owt_3327;Xianyang;CN;1790353;Xianyang
owt_3328;Weinan;CN;1791636;Weinan
owt_3329;Huaxian;CN;1807005;Huazhou
owt_3330;Tongguan;CN;1792677;Tongguan
owt_3332;Lingbao;CN;1804413;Lingbao Laocheng
owt_3333;Sanmenxia;CN;1796669;Sanmenxia
owt_3334;Mianchi;CN;1800647;Mianchi Chengguanzhen
owt_3335;Xin'an;CN;1789261;Xin’an Chengguanzhen
owt_3336;Jiangzhang;CN;1806200;Jiangzhang
owt_3337;Fufeng;CN;1811044;Fufeng
owt_3338;Fengming;CN;7368871;Fengming
owt_3339;Fengxiang;CN;7353795;Fengxiang Chengguanzhen
owt_3340;Guodian;CN;1809348;Guodian
owt_3341;Shuangshipu;CN;1794593;Shuangshipu
owt_3342;Liuba;CN;1803214;Liuba
owt_3343;Baohe;CN;1816980;Baohe
owt_3344;Mianxian;CN;1800629;Mianyang
owt_3345;Ningqiang;CN;1799362;Hanyuan
owt_3346;Guangyuan;CN;1806466;Guangyuan
owt_3347;Zhaohua;CN;1784914;Zhaohua
owt_3348;Pu'an;CN;1798537;Pu’an
owt_3349;Wenchang;CN;1783699;Wenchang
owt_3350;Mianyang;CN;1800627;Mianyang
owt_3351;Luojiang;CN;1801909;Luojiang
owt_3352;Deyang;CN;1812961;Deyang
owt_3354;Xindu;CN;1789095;Xindu
owt_3355;Dongxichang;CN;1812164;Dongxi
owt_3356;Langzhong;CN;1816924;Langzhong
owt_3357;Nanlong;CN;1799908;Nanlong
owt_3358;YunXi;CN;1785666;Yunxi
owt_3359;Tongchuan;CN;1792692;Tongchuan
owt_3360;Xinzheng;CN;1788466;Xinhualu
owt_3361;Xiangcheng;CN;1790601;Xiangcheng Chengguanzhen
owt_3362;Kunyang;CN;1786790;Kunyang
owt_3363;Fangcheng;CN;1811594;Fangcheng Chengguanzhen
owt_3364;Nanyang;CN;1799629;Nanyang
owt_3365;Xinye;CN;1788522;Hancheng
owt_3366;Xiangfan;CN;1790587;Xiangyang
owt_3367;Yicheng;CN;1786759;Yicheng
owt_3368;Jingmen;CN;1805611;Jingmen
owt_337;Schleswig;DE;2838634;Schleswig
owt_3370;Douhudi;CN;1812012;Douhudi
owt_3371;Lixian;CN;1802812;Liyang
owt_3372;Changde;CN;1791121;Changde
owt_3373;Zhangjiang;CN;1793105;Zhangjiang
owt_3374;Yuanling;CN;1786066;Yuanling
owt_3375;Wuxi;CN;1928619;Wuxi
owt_3376;Chenyang;CN;1815068;Chenyang
owt_3377;Zhijiang;CN;1784525;Zhijiang
owt_3378;Xinhuang;CN;1788863;Xinhuang
owt_3379;Pingxi;CN;10049673;Pingxi
owt_338;Visby;SE;2662689;Visby
owt_3380;Qinglang;CN;1797676;Qinglang
owt_3381;Wuyang;CN;1790888;Wuyang
owt_3382;Shibing;CN;1795479;Shibing
owt_3383;Xinzhou;CN;1788456;Huangping
owt_3384;Lushan;CN;1801740;Lushan
owt_3385;Guiding;CN;1809524;Guiding
owt_3386;Longshan;CN;1802445;Longshan
owt_3387;Qingzhen;CN;1797610;Qingzhen
owt_3388;Pingba;CN;1798861;Pingba
owt_3389;Anshun;CN;1817968;Anshun
owt_339;Regensburg;DE;2849483;Regensburg
owt_3390;Zhenning;CN;1783579;Zhenning
owt_3391;Guansuo;CN;1809773;Guansuo
owt_3392;Liancheng;CN;1804118;Liancheng
owt_3393;Panshui;CN;1799024;Panshui
owt_3394;Panxian;CN;1799007;Panxian
owt_3395;Zhong'an;CN;1784477;Zhong’an
owt_3396;Qujing;CN;1797318;Qujing
owt_3397;Tongquan;CN;1792594;Tongquan
owt_3398;Yanglin;CN;1787465;Yanglin
owt_3399;Kunming;CN;1804651;Kunming
owt_34;Boulogne-sur-Mer;FR;3031133;Boulogne-sur-Mer
owt_340;Zawichost;PL;753611;Zawichost
owt_3400;Weishi;CN;1791610;Weishi Chengguanzhen
owt_3401;Anling;CN;1787141;Anling
owt_3402;Xuchang;CN;1788046;Jiangguanchi
owt_3403;Linying;CN;1803315;Linying
owt_3404;Shangcai;CN;1796303;Chongyang
owt_3405;Runan;CN;1797038;Runing
owt_3406;Zhengyang;CN;1784667;Zhenyang
owt_3407;Luoshan;CN;1801847;Luoshan Chengguanzhen
owt_3408;Hong'an;CN;1807598;Hong’an Chengguanzhen
owt_3409;Macheng;CN;1801582;Macheng
owt_3410;Tuanfeng;CN;1792467;Tuanfeng
owt_3411;Hankou;CN;1808894;Hankou
owt_3412;Xianning;CN;1790396;Xianning
owt_3413;Puqi;CN;1798473;Puqi
owt_3414;Linxiang;CN;1803325;Chang’an
owt_3415;Yongjiawan;CN;1785884;Yongjiawan
owt_3416;Wenxing;CN;1790451;Wenxing
owt_3417;Changsha;CN;1815577;Changsha
owt_3418;Xiangtan;CN;1790492;Xiangtan
owt_3419;Kaiyun;CN;1808421;Kaiyun
owt_342;Brno;CZ;3078610;Brno
owt_3420;Xidu;CN;1789593;Xidu
owt_3421;Qiyang;CN;1797417;Wuxi
owt_3422;Yongzhou;CN;1786217;Yongzhou
owt_3423;Baiyashi;CN;1817247;Baiyashi
owt_3425;Xing'an;CN;1789066;Xing’an
owt_3426;Gantang;CN;9995995;Gantang
owt_3427;Guilin;CN;1809498;Guilin
owt_3428;Zhifang;CN;1784543;Zhifang
owt_3429;Yongfu;CN;9942446;Yongfu
owt_343;Krakow;PL;3094802;Kraków
owt_3430;Linzhou;CN;1803300;Liuzhou
owt_3431;Laibin;CN;1804609;Laibin
owt_3433;Nanning;CN;1799869;Nanning
owt_3435;Lingcheng;CN;1803550;Lingcheng
owt_3437;Dayingzi;CN;1556546;Dayingzi
owt_3438;Dingcheng;CN;1812818;Dingcheng
owt_3439;Chuzhou;CN;1814757;Chuzhou
owt_344;Linz;AT;2772400;Linz
owt_3440;Zhujiang;CN;6957996;Zhujiang
owt_3441;Nanjing;CN;1799962;Nanjing
owt_3442;Hefei;CN;1808722;Hefei
owt_3443;Shucheng;CN;1794545;Shucheng Chengguanzhen
owt_3444;T'ung-ch'eng;CN;1792702;Tongcheng
owt_3445;Meicheng;CN;1800882;Meicheng
owt_3446;Taihu;CN;1793665;Jinxi
owt_3447;Susong;CN;1793761;Fuyu
owt_3448;Huangmei;CN;1807339;Huangmei
owt_3449;Jiujiang;CN;1805179;Jiujiang
owt_345;Lorch;AT;2772262;Lorch
owt_3450;Puting;CN;1798443;Puting
owt_3451;Tujiabu;CN;1792403;Tubu
owt_3452;Nanchang;CN;1800163;Nanchang
owt_3453;Jianguang;CN;1806248;Jianguang
owt_3454;Zhangshu;CN;1785083;Zhangshu
owt_3455;Jinchuan;CN;1805735;Jinchuan
owt_3456;Baqiu;CN;1816872;Baqiu
owt_3457;Wenfeng;CN;1791520;Wenfeng
owt_3458;Ji'an;CN;1806445;Ji’an
owt_3459;Chengjiang;CN;9615879;Chengjiang
owt_346;Melk;AT;2771682;Melk
owt_3460;Furong;CN;1810936;Furong
owt_3462;Nankang;CN;1797107;Rongjiang
owt_3464;Taiping;CN;1917314;Taiping
owt_3465;Shaoguan;CN;1795874;Shaoguan
owt_3466;Yingde;CN;1786634;Yingcheng
owt_3468;Huadu;CN;1788876;Xinhua
owt_3469;Sanshui;CN;1789273;Sanshui
owt_3470;Zhaoqing;CN;1784853;Zhaoqing
owt_3471;Gaoyou;CN;1810309;Gaoyou
owt_3472;Zhenjiang;CN;1784642;Zhenjiang
owt_3473;Jurong;CN;1804909;Jurong
owt_3474;Danyang;CN;1813802;Danyang
owt_3475;Changzhou;CN;1815456;Changzhou
owt_3478;Jiaxing;CN;1805953;Jiaxing
owt_3479;Tongxiang;CN;1790942;Tongxiang
owt_3480;Chongfu;CN;7734727;Chongfu’an
owt_3481;Fuyang;CN;1810846;Fuyang
owt_3482;Tonglu;CN;1792617;Tonglu
owt_3484;Lanxi;CN;1804442;Lanxi
owt_3485;Longyou;CN;1802261;Longzhou
owt_3486;Quzhou;CN;1797264;Quzhou
owt_3487;Tianma;CN;1792929;Tianma
owt_3488;Yu-shan;CN;1816352;Bingxi
owt_3489;Xuri;CN;8536581;Xuri
owt_3490;Chongcheng;CN;1814930;Chongcheng
owt_3492;Jian'ou;CN;1806167;Jian’ou
owt_3493;Nanping;CN;1799846;Nanping
owt_3498;Taoyang;CN;1793112;Taoyang
owt_3499;Gongchang;CN;1802304;Gongchang
owt_35;Brindisi;IT;3181528;Brindisi
owt_3500;Minxian;CN;1800453;Chengjiao Chengguanzhen
owt_3501;Wudu;CN;1791294;Wudu
owt_3504;Guankou;CN;6961111;Guankou
owt_3506;Fengyi;CN;1811182;Fengyi
owt_3507;Zhenjiangguan;CN;1784641;Zhenjiangguan
owt_3508;Jin'an;CN;1805754;Jin’an
owt_351;Olomouc;CZ;3069011;Olomouc
owt_3510;Jiaochang;CN;1806099;Diexi
owt_3511;Shuijingbao;CN;1794474;Shuijing
owt_3512;Long'an;CN;1802707;Long’an
owt_3513;Nanba;CN;1800188;Nanba
owt_3515;Nanchong;CN;1800146;Nanchong
owt_3516;Nonghui;CN;1799194;Guang’an
owt_3517;Zhuyang;CN;1783786;Zhuyang
owt_3519;Yunyang;CN;1785656;Yunyang
owt_352;Passau;DE;2855328;Passau
owt_3520;Yong'an;CN;1786395;Yong’an
owt_3521;Wuxia;CN;1790920;Wuxia
owt_3522;Xinling;CN;1788745;Xinling
owt_3523;Guizhou;CN;1809446;Guizhou
owt_3524;Xiaoxita;CN;1789918;Xiaoxita
owt_3527;Chonglong;CN;1814919;Chonglong
owt_3528;Neijiang;CN;1799491;Neijiang
owt_3529;Jin'e;CN;1805709;Jin’e
owt_353;Praha;CZ;3067696;Prague
owt_3531;Xuyong;CN;1787828;Xuyong
owt_3532;Bijie;CN;1816373;Bijie
owt_3533;Changyuan;CN;1815477;Changyuan
owt_3534;Chongqing;CN;1814906;Chongqing
owt_3535;Xiaomian;CN;1790059;Xiaomian
owt_3536;Beibei;CN;1816790;Beibei
owt_3538;Loushanguan;CN;1792516;Loushanguan
owt_3539;Zunyi;CN;1783621;Zunyi
owt_354;Tulln;AT;2763266;Tulln
owt_3540;Dafang;CN;1814445;Dafang
owt_3541;Qianxi;CN;1798230;Qianxi
owt_3542;Weicheng;CN;1791695;Weicheng
owt_3543;Hezhang;CN;1808195;Hezhang
owt_3544;Weining;CN;1816028;Weining
owt_3545;Shanmuqing;CN;9076371;Shanmuqing
owt_3546;Rongcheng;CN;1797119;Rongcheng
owt_3547;Yanfang;CN;1787698;Yanfang
owt_3548;Zhongshu;CN;1784310;Zhongshu
owt_3549;Weimo;CN;1908238;Weimo
owt_3550;Lin'an;CN;1806146;Lin’an
owt_3554;Xinjie;CN;1788790;Xinjie
owt_3556;Shahukou;CN;2035054;Shahukoucun
owt_3557;Gongyi;CN;1789897;Zijinglu
owt_3559;Suixian;CN;1793887;Sui Xian Chengguanzhen
owt_356;Breclav;CZ;3078773;Břeclav
owt_3560;Shangqiu;CN;1783934;Shangqiu
owt_3561;Yongcheng;CN;1786373;Yongcheng
owt_3562;Zhongxiang;CN;1786546;Zhongxiang
owt_3563;Anlu;CN;1818016;Anlu
owt_3564;Huangzhou;CN;1807112;Huangzhou
owt_3565;Qingquan;CN;1797793;Qingquan
owt_3566;Caohe;CN;1816026;Caohe
owt_3567;Liling;CN;1803616;Xishan
owt_3568;Yichun;CN;1786746;Yichun
owt_3569;Chaohu;CN;1815427;Chaohu
owt_357;Raffelstetten;AT;2768089;Raffelstetten
owt_3579;Dangtu;CN;1813851;Gushu
owt_358;Riga;LV;456172;Riga
owt_3581;Lishui;CN;1803245;Lishui
owt_3582;Wuyun;CN;1790856;Wuyun
owt_3583;Guli;CN;1809412;Guli
owt_3585;Yijiang;CN;1786707;Yijiang
owt_3587;Chepan;CN;1815047;Chepan
owt_3588;Jianchang;CN;1806439;Jianchang
owt_3589;Shaowu;CN;1795857;Shaowu
owt_359;Wislica;PL;755593;Wiślica
owt_3590;Shuangxi;CN;1794571;Shuangxi
owt_3591;Guyong;CN;1809153;Guyong
owt_3592;Xuefeng;CN;1788016;Xuefeng
owt_3593;Longjin;CN;1802571;Longjin
owt_3594;Tingzhou;CN;1792725;Tingzhou
owt_3595;Shanghang;CN;1796228;Linjiang
owt_3596;Fujing;CN;1907542;Fujing
owt_3597;Putian;CN;1798449;Putian
owt_3598;Tong'an;CN;1813459;Datong
owt_3599;Zhangzhou;CN;1785018;Zhangzhou
owt_36;Broach;IN;1276100;Bharūch
owt_3600;Nanzhao;CN;1799566;Nanzhao
owt_3601;Chaozhou;CN;1815395;Chaozhou
owt_3603;Pingshan;CN;1798713;Pingshan
owt_3604;Huizhou;CN;1806776;Huizhou
owt_3605;Laolong;CN;1804359;Laolong
owt_3606;Yuancheng;CN;1786112;Heyuan
owt_3607;Huacheng;CN;1807738;Huacheng
owt_3608;Dund-Us;MN;1516048;Khovd
owt_3609;Dalandzadgad;MN;2032007;Dalandzadgad
owt_3610;Chengde;CN;2038087;Chengde
owt_3612;Jilin;CN;2036502;Jilin
owt_3613;Qiqihar;CN;2035265;Qiqihar
owt_3614;Dalai;CN;2037930;Dalai
owt_3615;Chongyang;CN;1814880;Chongyang
owt_3616;Linqiong;CN;1803365;Linqiong
owt_3617;Sanlicheng;CN;1796700;Sanlicheng
owt_3619;Huayuan;CN;7653064;Yejia Huayuan
owt_362;Ostabat-Asme;FR;2989104;Ostabat-Asme
owt_3620;Xiaogan;CN;1790254;Xiaogan
owt_3621;Xingou;CN;1788954;Xingou
owt_3622;Zhangxia;CN;1785048;Zhangxia
owt_3623;Wande;CN;1792180;Wande
owt_3624;Tai'an;CN;1793724;Tai’an
