collection;place_id;toponym;gazetteer_uri;gazetteer_label;lng;lat;exact_matches;close_matches
bordeaux;bor_63;ad fines;http://linkedplaces.org/places/bor_63;Ad Fines;7.41951;45.09822;[{"uri":"http://pleiades.stoa.org/places/383545","names":['Ad Fines']}];
bordeaux;bor_64;ad octauum;http://linkedplaces.org/places/bor_64;Ad Octauum;7.518;45.07054;[{"uri":"http://pleiades.stoa.org/places/383557","names":['Ad VIII']}];
bordeaux;bor_65;taurinis;http://linkedplaces.org/places/bor_65;Taurinis;7.685433;45.073361;[{"uri":"http://pleiades.stoa.org/places/383580","names":['Augusta Taurinorum', 'Torino']}];
bordeaux;bor_66;ad decimum;http://linkedplaces.org/places/bor_66;Ad Decimum;7.8389259;45.1782962;[{"uri":"http://pleiades.stoa.org/places/383558","names":['Ad X']}];
bordeaux;bor_67;quadratis;http://linkedplaces.org/places/bor_67;Quadratis;7.9693888;45.1911111;[{"uri":"http://pleiades.stoa.org/places/383753","names":['Quadrata']}];
bordeaux;bor_68;ceste;http://linkedplaces.org/places/bor_68;Ceste;8.151744;45.189906;[{"uri":"http://pleiades.stoa.org/places/383616","names":['Cestae', 'Ceste']}];
bordeaux;bor_69;rigomago;http://linkedplaces.org/places/bor_69;Rigomago;8.2974;45.1931;[{"uri":"http://pleiades.stoa.org/places/383759","names":['Rigomagus']}];
bordeaux;bor_70;ad medias;http://linkedplaces.org/places/bor_70;Ad Medias;8.47943;45.18188;[{"uri":"http://pleiades.stoa.org/places/383610","names":['Carbantia', 'Ad Medias']}];
bordeaux;bor_71;ad cottias;http://linkedplaces.org/places/bor_71;Ad Cottias;8.61114;45.19207;[{"uri":"http://pleiades.stoa.org/places/383630","names":['Cuttiae']}];
bordeaux;bor_72;laumello;http://linkedplaces.org/places/bor_72;Laumello;8.79383;45.12266;[{"uri":"http://pleiades.stoa.org/places/383690","names":['Laumellum']}];
bordeaux;bor_73;duriis;http://linkedplaces.org/places/bor_73;Duriis;8.95161;45.15496;[{"uri":"http://pleiades.stoa.org/places/383637","names":['Durriae']}];
bordeaux;bor_74;ticino;http://linkedplaces.org/places/bor_74;Ticino;9.1566;45.1859;[{"uri":"http://pleiades.stoa.org/places/383798","names":['Ticinum', 'Pavia']}];
bordeaux;bor_75;ad decimum;http://linkedplaces.org/places/bor_75;Ad Decimum;9.15933;45.32437;[{"uri":"http://pleiades.stoa.org/places/383559","names":['Ad X']}];
