collection;place_id;toponym;gazetteer_uri;gazetteer_label;lng;lat;exact_matches;close_matches;variants_obj;variants
owtrad;owt_887;Kairouan;http://linkedplaces.org/owtrad/places/owt_887;Kairouan;10.101667;35.674442;[{"uri":"http://api.geonames.org/getJSON?geonameId=2473449&username=kgeographer&style=full","names":["Kairouan"]}];;[{"id" : 4096, "variant" : "Kairwan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4098, "variant" : "Qairouan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4094, "variant" : "Al-Kayrawan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4098, "variant" : "Qairouan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4093, "variant" : "Al Qayrawan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4097, "variant" : "Qairawan", "source" : "al-Naqar 1972:map", "precision" : "exact", "identity" : "exact"}, {"id" : 4095, "variant" : "Kairouan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4094, "variant" : "Al-Kayrawan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4093, "variant" : "Al Qayrawan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4099, "variant" : "Qairwan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4095, "variant" : "Kairouan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4096, "variant" : "Kairwan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4097, "variant" : "Qairawan", "source" : "al-Naqar 1972:map", "precision" : "exact", "identity" : "exact"}, {"id" : 4099, "variant" : "Qairwan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"Al Qayrawan",Al-Kayrawan,Kairouan,Kairwan,Qairawan,Qairouan,Qairwan}
owtrad;owt_895;Volgograd;http://linkedplaces.org/owtrad/places/owt_895;Volgograd;44.5858;48.8047;[{"uri":"http://api.geonames.org/getJSON?geonameId=472757&username=kgeographer&style=full","names":["Volgograd"]}];;[{"id" : 4128, "variant" : "Volgograd", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 4128, "variant" : "Volgograd", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 4129, "variant" : "Zarizyn", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 4126, "variant" : "Stalingrad", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 4129, "variant" : "Zarizyn", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 4126, "variant" : "Stalingrad", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 4127, "variant" : "Tsaritsyn", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 4127, "variant" : "Tsaritsyn", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Stalingrad,Tsaritsyn,Volgograd,Zarizyn}
owtrad;owt_90;Lhasa;http://linkedplaces.org/owtrad/places/owt_90;Lhasa;91.099998;29.65;[{"uri":"http://api.geonames.org/getJSON?geonameId=1280737&username=kgeographer&style=full","names":["Lhasa"]}];;[{"id" : 578, "variant" : "Lhasa Shi", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 577, "variant" : "Lhasa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 575, "variant" : "La-sa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 577, "variant" : "Lhasa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 577, "variant" : "Lhasa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 576, "variant" : "La-sa-shih", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 578, "variant" : "Lhasa Shi", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 576, "variant" : "La-sa-shih", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 576, "variant" : "La-sa-shih", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 579, "variant" : "Lhassa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 575, "variant" : "La-sa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 575, "variant" : "La-sa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 578, "variant" : "Lhasa Shi", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 579, "variant" : "Lhassa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 576, "variant" : "La-sa-shih", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 577, "variant" : "Lhasa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 579, "variant" : "Lhassa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 577, "variant" : "Lhasa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 578, "variant" : "Lhasa Shi", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 578, "variant" : "Lhasa Shi", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 575, "variant" : "La-sa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 577, "variant" : "Lhasa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 579, "variant" : "Lhassa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 575, "variant" : "La-sa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 578, "variant" : "Lhasa Shi", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 579, "variant" : "Lhassa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 579, "variant" : "Lhassa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 576, "variant" : "La-sa-shih", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 579, "variant" : "Lhassa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 577, "variant" : "Lhasa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 575, "variant" : "La-sa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 578, "variant" : "Lhasa Shi", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 576, "variant" : "La-sa-shih", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 575, "variant" : "La-sa", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 576, "variant" : "La-sa-shih", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{La-sa,La-sa-shih,Lhasa,"Lhasa Shi",Lhassa}
owtrad;owt_900;Edirne;http://linkedplaces.org/owtrad/places/owt_900;Edirne;26.566668;41.666668;[{"uri":"http://api.geonames.org/getJSON?geonameId=747712&username=kgeographer&style=full","names":["Edirne"]}];;[{"id" : 4139, "variant" : "Adrianopoli", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4139, "variant" : "Adrianopoli", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4146, "variant" : "Odrin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4143, "variant" : "Edirne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4141, "variant" : "Adrinople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4137, "variant" : "Adrianopel", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4145, "variant" : "Hadrianopolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4146, "variant" : "Odrin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4141, "variant" : "Adrinople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4143, "variant" : "Edirne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4146, "variant" : "Odrin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4141, "variant" : "Adrinople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4143, "variant" : "Edirne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4140, "variant" : "Adrianoupolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4146, "variant" : "Odrin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4144, "variant" : "Hadrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4138, "variant" : "Adrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4143, "variant" : "Edirne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4144, "variant" : "Hadrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4144, "variant" : "Hadrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4145, "variant" : "Hadrianopolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4137, "variant" : "Adrianopel", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4142, "variant" : "Ederne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4143, "variant" : "Edirne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4144, "variant" : "Hadrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4137, "variant" : "Adrianopel", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4144, "variant" : "Hadrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4140, "variant" : "Adrianoupolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4141, "variant" : "Adrinople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4140, "variant" : "Adrianoupolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4138, "variant" : "Adrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4139, "variant" : "Adrianopoli", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4138, "variant" : "Adrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4145, "variant" : "Hadrianopolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4137, "variant" : "Adrianopel", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4142, "variant" : "Ederne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4145, "variant" : "Hadrianopolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4146, "variant" : "Odrin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4143, "variant" : "Edirne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4138, "variant" : "Adrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4138, "variant" : "Adrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4139, "variant" : "Adrianopoli", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4142, "variant" : "Ederne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4140, "variant" : "Adrianoupolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4144, "variant" : "Hadrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4141, "variant" : "Adrinople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4142, "variant" : "Ederne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4145, "variant" : "Hadrianopolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4140, "variant" : "Adrianoupolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4140, "variant" : "Adrianoupolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4139, "variant" : "Adrianopoli", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4141, "variant" : "Adrinople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4138, "variant" : "Adrianople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4142, "variant" : "Ederne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4146, "variant" : "Odrin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4137, "variant" : "Adrianopel", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4142, "variant" : "Ederne", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4145, "variant" : "Hadrianopolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4137, "variant" : "Adrianopel", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4139, "variant" : "Adrianopoli", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Adrianopel,Adrianople,Adrianopoli,Adrianoupolis,Adrinople,Ederne,Edirne,Hadrianople,Hadrianopolis,Odrin}
owtrad;owt_901;Sofia;http://linkedplaces.org/owtrad/places/owt_901;Sofia;23.316668;42.683334;[{"uri":"http://api.geonames.org/getJSON?geonameId=727011&username=kgeographer&style=full","names":["Sofia"]}];;[{"id" : 4151, "variant" : "Sredets", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4150, "variant" : "Sofiya", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4148, "variant" : "Sofia", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4152, "variant" : "Ulpia-Serdica", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4147, "variant" : "Serdica", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4149, "variant" : "Sofija", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4152, "variant" : "Ulpia-Serdica", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4148, "variant" : "Sofia", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4147, "variant" : "Serdica", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4149, "variant" : "Sofija", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4150, "variant" : "Sofiya", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4151, "variant" : "Sredets", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Serdica,Sofia,Sofija,Sofiya,Sredets,Ulpia-Serdica}
owtrad;owt_902;Plovdiv;http://linkedplaces.org/owtrad/places/owt_902;Plovdiv;24.75;42.150002;[{"uri":"http://api.geonames.org/getJSON?geonameId=728193&username=kgeographer&style=full","names":["Plovdiv"]}];;[{"id" : 4171, "variant" : "Ulpia", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4163, "variant" : "Pinople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4168, "variant" : "Poulpoudeva", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4161, "variant" : "Philippopoli", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4169, "variant" : "Sinople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4162, "variant" : "Philippopolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4163, "variant" : "Pinople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4168, "variant" : "Poulpoudeva", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4165, "variant" : "Ploudin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4153, "variant" : "Eumolpias", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4156, "variant" : "Filipopol", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4160, "variant" : "Philippopel", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4159, "variant" : "Julia", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4171, "variant" : "Ulpia", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4172, "variant" : "Vinipoppolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4153, "variant" : "Eumolpias", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4170, "variant" : "Trimontium", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4161, "variant" : "Philippopoli", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4157, "variant" : "Filippopol", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4162, "variant" : "Philippopolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4164, "variant" : "Plodin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4170, "variant" : "Trimontium", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4157, "variant" : "Filippopol", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4156, "variant" : "Filipopol", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4167, "variant" : "Plovdiv", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4166, "variant" : "Plovdin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4172, "variant" : "Vinipoppolis", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4160, "variant" : "Philippopel", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4158, "variant" : "Flavia", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4169, "variant" : "Sinople", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4154, "variant" : "Filiba", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4166, "variant" : "Plovdin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4164, "variant" : "Plodin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4155, "variant" : "Filibe", "source" : "Inalcik 2000:122-123", "precision" : "exact", "identity" : "exact"}, {"id" : 4165, "variant" : "Ploudin", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4158, "variant" : "Flavia", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4154, "variant" : "Filiba", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4159, "variant" : "Julia", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4155, "variant" : "Filibe", "source" : "Inalcik 2000:122-123", "precision" : "exact", "identity" : "exact"}, {"id" : 4167, "variant" : "Plovdiv", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Eumolpias,Filiba,Filibe,Filipopol,Filippopol,Flavia,Julia,Philippopel,Philippopoli,Philippopolis,Pinople,Plodin,Ploudin,Plovdin,Plovdiv,Poulpoudeva,Sinople,Trimontium,Ulpia,Vinipoppolis}
owtrad;owt_903;Beograd;http://linkedplaces.org/owtrad/places/owt_903;Beograd;20.5;44.833332;[{"uri":"http://api.geonames.org/getJSON?geonameId=792680&username=kgeographer&style=full","names":["Belgrade"]}];;[{"id" : 4179, "variant" : "Bellogradum Pelgrannum", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4178, "variant" : "Belgrado", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4181, "variant" : "Singidunum", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4173, "variant" : "Alba Bulgarica", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4178, "variant" : "Belgrado", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4181, "variant" : "Singidunum", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4176, "variant" : "Belgrada", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4174, "variant" : "Alba Graeca", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4180, "variant" : "Beograd", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4175, "variant" : "Belgrad", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4177, "variant" : "Belgrade", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4175, "variant" : "Belgrad", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4173, "variant" : "Alba Bulgarica", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4180, "variant" : "Beograd", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4176, "variant" : "Belgrada", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4179, "variant" : "Bellogradum Pelgrannum", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4174, "variant" : "Alba Graeca", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4177, "variant" : "Belgrade", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"Alba Bulgarica","Alba Graeca",Belgrad,Belgrada,Belgrade,Belgrado,"Bellogradum Pelgrannum",Beograd,Singidunum}
owtrad;owt_928;Siracusa;http://linkedplaces.org/owtrad/places/owt_928;Siracusa;15.3;37.067;[{"uri":"http://api.geonames.org/getJSON?geonameId=2523083&username=kgeographer&style=full","names":["Siracusa"]}];;[{"id" : 4265, "variant" : "Syrakusai", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4262, "variant" : "Syracusa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4260, "variant" : "Siracisae", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4265, "variant" : "Syrakusai", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4261, "variant" : "Siracusa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4263, "variant" : "Syracusae", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4260, "variant" : "Siracisae", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4263, "variant" : "Syracusae", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4261, "variant" : "Siracusa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4262, "variant" : "Syracusa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4264, "variant" : "Syracuse", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4264, "variant" : "Syracuse", "source" : "TGN", "precision" : "exact", "identity" : "exact"}];{Siracisae,Siracusa,Syracusa,Syracusae,Syracuse,Syrakusai}
owtrad;owt_929;Bursa;http://linkedplaces.org/owtrad/places/owt_929;Bursa;29.067;40.2;[{"uri":"http://api.geonames.org/getJSON?geonameId=750269&username=kgeographer&style=full","names":["Bursa"]}];;[{"id" : 4268, "variant" : "Bursa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4267, "variant" : "Brusa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4266, "variant" : "Broussa", "source" : "www.newadvent.org/cathen/07204a.htm", "precision" : "exact", "identity" : "exact"}, {"id" : 4268, "variant" : "Bursa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4271, "variant" : "Prusa ad Olympium", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4266, "variant" : "Broussa", "source" : "www.newadvent.org/cathen/07204a.htm", "precision" : "exact", "identity" : "exact"}, {"id" : 4267, "variant" : "Brusa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4266, "variant" : "Broussa", "source" : "www.newadvent.org/cathen/07204a.htm", "precision" : "exact", "identity" : "exact"}, {"id" : 4270, "variant" : "Prusa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4269, "variant" : "Bursa of Uludag", "source" : "www.turkishtime.org/ekim/76_1_en.htm", "precision" : "exact", "identity" : "exact"}, {"id" : 4271, "variant" : "Prusa ad Olympium", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4269, "variant" : "Bursa of Uludag", "source" : "www.turkishtime.org/ekim/76_1_en.htm", "precision" : "exact", "identity" : "exact"}, {"id" : 4270, "variant" : "Prusa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4267, "variant" : "Brusa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4270, "variant" : "Prusa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4269, "variant" : "Bursa of Uludag", "source" : "www.turkishtime.org/ekim/76_1_en.htm", "precision" : "exact", "identity" : "exact"}, {"id" : 4271, "variant" : "Prusa ad Olympium", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 4268, "variant" : "Bursa", "source" : "TGN", "precision" : "exact", "identity" : "exact"}];{Broussa,Brusa,Bursa,"Bursa of Uludag",Prusa,"Prusa ad Olympium"}
owtrad;owt_93;Luoyang;http://linkedplaces.org/owtrad/places/owt_93;Luoyang;112.4166;34.6833;[{"uri":"http://api.geonames.org/getJSON?geonameId=1801792&username=kgeographer&style=full","names":["Luoyang"]}];;[{"id" : 597, "variant" : "Honanfu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 602, "variant" : "Lo-yang-shih", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 596, "variant" : "Honan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 603, "variant" : "Luoyang", "source" : "Rigby 1984", "precision" : "exact", "identity" : "exact"}, {"id" : 601, "variant" : "Lo-yang-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 598, "variant" : "Lo-yand", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 603, "variant" : "Luoyang", "source" : "Rigby 1984", "precision" : "exact", "identity" : "exact"}, {"id" : 599, "variant" : "Lo-yang", "source" : "Whitfield 1999:xii", "precision" : "exact", "identity" : "exact"}, {"id" : 602, "variant" : "Lo-yang-shih", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 598, "variant" : "Lo-yand", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 596, "variant" : "Honan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 599, "variant" : "Lo-yang", "source" : "Whitfield 1999:xii", "precision" : "exact", "identity" : "exact"}, {"id" : 600, "variant" : "Lo-yang", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 600, "variant" : "Lo-yang", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 601, "variant" : "Lo-yang-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 597, "variant" : "Honanfu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Honan,Honanfu,Lo-yand,Lo-yang,Lo-yang-hsien,Lo-yang-shih,Luoyang}
